Cyber security of a power grid: State-of-the-art	https://www.sciencedirect.com/science/article/pii/S0142061517328946	CC Sun, A Hahn, CC Liu - International Journal of Electrical Power & …, 2018 - Elsevier	- IDSs can be categorized by different ways as shown in Table 2. Table 2. Structure--of cyber protection systems - If the malicious behavior falls under the accepted areas---the attack is regarded as normal. 4.1.2. Anomaly data types -	Cited by 192	http://cred-c.com/sites/default/files/papers/2017_Q4_ContMonitor_published.pdf	Cyber-security-of-a-power-grid--State-of-the-art	6/2/2021 6:37:11 PM
Predicting cyber-events by leveraging hacker sentiment	https://www.mdpi.com/2078-2489/9/11/280	A Deb, K Lerman, E Ferrara - Information, 2018 - mdpi.com	- However- they often discuss exploits and techniques on hacking forums. The community behavior--of the hackers may provide insights into the groups- collective malicious activity. We propose--a novel approach to predict cyber-events using sentiment analysis -	Cited by 26	https://www.mdpi.com/2078-2489/9/11/280/pdf	Predicting-cyber-events-by-leveraging-hacker-sentiment	6/2/2021 6:37:17 PM
The role of behavioral research and profiling in malicious cyber insider investigations	https://www.sciencedirect.com/science/article/pii/S1742287606000090	ED Shaw - Digital investigation, 2006 - Elsevier	- the efforts described above allows the examination of emerging hypotheses regarding insider--behavior - system as they explore and test their capabilities without malicious intent-- Samaritans ---analyzed the age distribution of persons convicted of general cyber crimes displayed -	Cited by 82	ftp://ftp.im.tku.edu.tw/Prof_Liang/%BC%C6%A6%EC%C5%B2%C3%D1/Volume%203%20(2006)/Issue%201/Pages%2020-31.pdf	The-role-of-behavioral-research-and-profiling-in-malicious-cyber-insider-investigations	6/2/2021 6:37:23 PM
Using behavioral modeling and customized normalcy profiles as protection against targeted cyber-attacks	https://link.springer.com/chapter/10.1007/978-3-642-33704-8_17	A Dolgikh, T Nykodym, V Skormin… - … on Mathematical Methods …, 2012 - Springer	- Abstract. Targeted cyber-attacks present significant threat to modern compu- ting systems - Second---it cannot detect any malicious code that does not expose known malicious behavior patterns--and thus its capabilities to detect a zero day attack are very limited -	Cited by 15	https://ia.binghamton.edu/publication/SkorminPDF/StPetersburg2012_03.pdf	Using-behavioral-modeling-and-customized-normalcy-profiles-as-protection-against-targeted-cyber-attacks	6/2/2021 6:37:27 PM
Analyzing spammers' social networks for fun and profit: a case study of cyber criminal ecosystem on twitter	https://dl.acm.org/doi/abs/10.1145/2187836.2187847	C Yang, R Harkreader, J Zhang, S Shin… - Proceedings of the 21st …, 2012 - dl.acm.org	- Keywords Spammer- Online Social Network- Ecosystem 1. INTRODUCTION Cyber criminals--have utilized Twitter as a new platform to conduct their malicious behavior including sending--spam and phishing scams -12-- spreading malware -9- 5-- host- ing botnet command and -	Cited by 347	https://www2012.universite-lyon.fr/proceedings/proceedings/p71.pdf	Analyzing-spammers--social-networks-for-fun-and-profit--a-case-study-of-cyber-criminal-ecosystem-on-twitter	6/2/2021 6:37:33 PM
Understanding the relationship between human behavior and susceptibility to cyber attacks: A data-driven approach	https://dl.acm.org/doi/abs/10.1145/2890509	M Ovelgönne, T Dumitraş, BA Prakash… - ACM Transactions on …, 2017 - dl.acm.org	- CONSTRUCTION The goal of this article is to analyze human behaviors wrt cyber security - of a--digital signature does not necessarily mean that the binary is malicious- for example - ASSOCIATED--BEHAVIOR- A user with a high percentage of unsigned binaries exhibits a tendency -	Cited by 41	https://dl.acm.org/doi/pdf/10.1145/2890509	Understanding-the-relationship-between-human-behavior-and-susceptibility-to-cyber-attacks--A-data-driven-approach	6/2/2021 6:37:38 PM
Requirements for a future EWS-Cyber Defence in the internet of the future	https://ieeexplore.ieee.org/abstract/document/5954706/	M Golling, B Stelte - … 3rd International Conference on Cyber …, 2011 - ieeexplore.ieee.org	- V. IMPORTANCE OF EARLY WARNING SYSTEMS ON CYBER DEFENCE - There- the--detection is accomplished by the definition of malicious behavior ie by a set of patterns--saved in advanced and discarded in a database for example -	Cited by 38	https://www.researchgate.net/profile/Mario_Golling/publication/229034186_Requirements_for_a_future_EWS-Cyber_Defence_in_the_internet_of_the_future/links/00b49530fa03490256000000.pdf	Requirements-for-a-future-EWS-Cyber-Defence-in-the-internet-of-the-future	6/2/2021 6:37:42 PM
Guest editorial special issue on secure control of cyber-physical systems	https://ieeexplore.ieee.org/abstract/document/7879966/	P Cheng, L Shi, B Sinopoli - IEEE Transactions on Control of …, 2017 - ieeexplore.ieee.org	- and con- trol units has led to the birth and rapid development of a new generation of engineering--systems- the cyber-physical systems -CPSs - In a noisy envi- ronment- it is much harder to detect--and identify the malicious behavior since it may be indistinguishable from the environ -	Cited by 37	https://ieeexplore.ieee.org/iel7/6509490/7879955/07879966.pdf	Guest-editorial-special-issue-on-secure-control-of-cyber-physical-systems	6/2/2021 6:37:46 PM
Smart grids cyber-physical security as a malicious data attack: An innovation approach	https://www.sciencedirect.com/science/article/pii/S0378779617301657	AS Bretas, NG Bretas, B Carvalho, E Baeyens… - Electric Power Systems …, 2017 - Elsevier	- In this work- the hypothesis testing is based on the Gaussian behavior of the error and that the--consequence of the malicious data attack will cause a non-Gaussian behavior to the error- thus---a smart grid cyber-attack is modeled as a bad data -e i - of the ith equation -	Cited by 47	https://fardapaper.ir/mohavaha/uploads/2017/09/3232231525942123415645.pdf	Smart-grids-cyber-physical-security-as-a-malicious-data-attack--An-innovation-approach	6/2/2021 6:37:54 PM
Enhancing cyber security in modern internet of things (iot) using intrusion prevention algorithm for iot (ipai)	https://ieeexplore.ieee.org/abstract/document/8620195/	A Aldaej - IEEE Access, 2019 - ieeexplore.ieee.org	- INDEX TERMS IoT- DDoS- Cyber Security- IDS- IPS - in the network -9-. The existing nodes in--the network move freely in any direction and the new nodes join the network- some of the nodes--maybe compromised by an adversary to perform some malicious behavior in the -	Cited by 20	https://ieeexplore.ieee.org/iel7/6287639/6514899/08620195.pdf	Enhancing-cyber-security-in-modern-internet-of-things--iot--using-intrusion-prevention-algorithm-for-iot--ipai-	6/2/2021 6:37:58 PM
The role of internet service providers in cyber security	http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.473.2323&rep=rep1&type=pdf	B Rowe, D Reeves, M Gallaher - 2009 - Citeseer	- A handful of research studies and security experts have suggested that Internet Service Providers---ISPs- may be in a good position to cost-effectively prevent certain types of malicious cyber--behavior- such as the operation of botnets on home users- and small businesses -	Cited by 24	http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.473.2323&rep=rep1&type=pdf	The-role-of-internet-service-providers-in-cyber-security	6/2/2021 6:38:03 PM
Opportunities and challenges in monitoring cyber-physical systems security	https://link.springer.com/chapter/10.1007/978-3-030-03427-6_2	B Bonakdarpour, JV Deshmukh, M Pajic - International Symposium on …, 2018 - Springer	- Pajic- M.- et al.- Robustness of attack-resilient state estimators. In- ACM-IEEE International--Conference on Cyber-Physical Systems- ICCPS- pp - Sundaram- S.- Pajic- M.- Hadjicostis- C.---Mangharam- R.- Pappas- G.- The wireless control network- monitoring for malicious behavior -	Cited by 9	https://par.nsf.gov/servlets/purl/10089297	Opportunities-and-challenges-in-monitoring-cyber-physical-systems-security	6/2/2021 6:38:07 PM
Effect of intrusion detection and response on reliability of cyber physical systems	https://ieeexplore.ieee.org/abstract/document/6423246/	R Mitchell, R Chen - IEEE Transactions on Reliability, 2013 - ieeexplore.ieee.org	- and response system -IDRS- for detecting and re- sponding to malicious events at - detection and--response strength in response to attacker strength and behavior detected can - Index Terms-Cyber--physical systems- intrusion detection- in- trusion response- performance analysis -	Cited by 188	https://people.cs.vt.edu/~irchen/ps/Mitchell-TR13.pdf	Effect-of-intrusion-detection-and-response-on-reliability-of-cyber-physical-systems	6/2/2021 6:38:11 PM
Cyber security challenges and solutions for V2X communications: A survey	https://www.sciencedirect.com/science/article/pii/S1389128618306157	A Alnasser, H Sun, J Jiang - Computer Networks, 2019 - Elsevier	- Advanced. Elsevier. Computer Networks. Volume 151- 14 March 2019- Pages 52-67. Computer--Networks. Cyber security challenges and solutions for V2X communications- A survey - Keywords.--V2X communications. LTE. Cyber security. Vehicular network. 1. Introduction -	Cited by 54	https://arxiv.org/pdf/1901.01053	Cyber-security-challenges-and-solutions-for-V2X-communications--A-survey	6/2/2021 6:38:20 PM
Malicious behavior detection using windows audit logs	https://dl.acm.org/doi/abs/10.1145/2808769.2808773	K Berlin, D Slater, J Saxe - Proceedings of the 8th ACM Workshop on …, 2015 - dl.acm.org	- -MALAPT- Five sets of binaries recovered from high profile APT cyber incidents - files sampled from--several million active end users- providing a recent and realistic set of mixed malicious-benign--binaries- allowing us to estimate real world binary execution behavior -	Cited by 76	https://arxiv.org/pdf/1506.04200	Malicious-behavior-detection-using-windows-audit-logs	6/2/2021 6:38:29 PM
A pilot study of cyber security and privacy related behavior and personality traits	https://dl.acm.org/doi/abs/10.1145/2487788.2488034	T Halevi, J Lewis, N Memon - … of the 22nd international conference on …, 2013 - dl.acm.org	A Pilot Study of Cyber Security and Privacy Related - the rise in phishing attacks- their connection--to psycho- logical factors and to social networks behavior has not - They provide the malicious--attacker with an opportunity to steal the victim-s personal information -or get money -	Cited by 122	http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.1045.2028&rep=rep1&type=pdf	A-pilot-study-of-cyber-security-and-privacy-related-behavior-and-personality-traits	6/2/2021 6:38:35 PM
UPBOT: a testbed for cyber-physical systems	https://static.usenix.org/events/cset10/tech/full_papers/Crenshaw.pdf	TL Crenshaw, S Beyer - … the 3rd international conference on Cyber …, 2010 - static.usenix.org	- of a known trojan horse Instead- what perhaps may make more sense for de- fending cyber--phyiscal systems is the behavior blocking approach. Behavior blocking software may flag suspi---cious code or monitor real-time program behaviour for sequences of malicious actions -	Cited by 16	https://static.usenix.org/events/cset10/tech/full_papers/Crenshaw.pdf	UPBOT--a-testbed-for-cyber-physical-systems	6/2/2021 6:38:38 PM
Agent-based cyber control strategy design for resilient control systems: Concepts, architecture and methodologies	https://ieeexplore.ieee.org/abstract/document/6309291/	C Rieger, Q Zhu, T Başar - 2012 5th International Symposium …, 2012 - ieeexplore.ieee.org	- is also developed- and a baseline to recognize malicious behavior. Ultimately- the benefit is a--framework for achieving a level of global optimality across multiple facilities and industrial--processes- while implementing mech- anisms to understand cyber-physical degradation and -	Cited by 27	https://www.osti.gov/servlets/purl/1056031	Agent-based-cyber-control-strategy-design-for-resilient-control-systems--Concepts--architecture-and-methodologies	6/2/2021 6:38:43 PM
Intrudtree: a machine learning based cyber security intrusion detection model	https://www.mdpi.com/2073-8994/12/5/754	IH Sarker, YB Abushark, F Alsolami, AI Khan - Symmetry, 2020 - mdpi.com	- unable to perform the tasks well -6-7-8-. An IDS conducts the process of identifying malicious--cyber-attack behavior on a network while monitoring and evaluating the daily activities in a network--or computer system to detect security risks or threats such as denial-of-service -DoS- -	Cited by 34	https://www.mdpi.com/2073-8994/12/5/754/pdf	Intrudtree--a-machine-learning-based-cyber-security-intrusion-detection-model	6/2/2021 6:38:49 PM
Effects of cyber security knowledge on attack detection	https://www.sciencedirect.com/science/article/pii/S0747563215000539	N Ben-Asher, C Gonzalez - Computers in Human Behavior, 2015 - Elsevier	- by the end of the scenario and it is clear that this is not a normal behavior- we also - type of--cyber-attack- the decision of whether or not a network scenario represents a cyber-attack might ---An event is malicious if there is an alert and if the description of the event indicates irregular -	Cited by 222	https://www.academia.edu/download/42713968/Effects_of_cyber_security_knowledge_on_a20160215-27089-1h5nurg.pdf	Effects-of-cyber-security-knowledge-on-attack-detection	6/2/2021 6:38:53 PM
